from,to,cost
20,52,103.388
20,53,95.943
20,54,93.242
20,55,95.823
20,56,69.079
20,57,77.874
20,58,80.971
20,59,85.942
20,60,86.181
20,61,91.368
20,62,97.24
20,63,83.541
20,64,65.865
20,65,54.801
20,66,59.783
20,67,76.449
20,68,87.874
20,69,98.326
20,70,105.855
20,71,119.991
20,72,81.483
20,73,87.249
20,74,91.898
20,75,97.054
20,76,102.525
20,77,104.401
20,78,93.398
20,79,85.182
20,80,102.94
20,81,99.037
20,82,96.691
20,83,93.179
20,84,154.178
20,85,150.821
20,86,144.214
20,87,103.535
20,88,107.779
20,89,115.217
20,90,148.037
20,91,160.055
20,92,177.214
20,93,187.361
20,94,195.514
20,95,128.056
20,96,152.285
20,97,167.73
20,98,182.247
20,99,199.492
20,100,228.09
20,101,253.115
20,102,267.04
20,103,276.019
20,104,292.529
20,105,110.723
20,106,121.678
20,107,108.349
20,108,69.339
20,109,60.935
20,110,75.441
20,111,85.893
20,112,71.026
20,113,63.547
20,114,111.339
20,115,126.262
20,116,117.996
20,117,119.86
20,118,134.577
20,119,145.815
20,120,168.258
20,121,186.997
20,122,175.615
20,123,97.509
20,124,100.882
20,125,114.407
20,126,126.936
20,127,148.116
20,128,155.962
20,129,165.658
20,130,183.465
20,131,212.268
20,132,219.967
20,133,226.861
20,134,227.419
20,135,109.845
20,136,123.962
20,137,130.478
20,138,130.055
20,139,148.097
20,140,164.26
20,141,178.761
20,142,187.281
20,143,197.895
20,144,215.738
20,145,223.894
20,146,246.939
20,147,258.904
20,148,277.824
20,149,283.536
20,150,298.375
20,151,89.884
20,152,89.836
20,153,89.326
20,154,81.861
20,155,90.077
20,156,82.718
20,157,79.303
20,158,74.279
20,159,59.103
20,160,51.841
20,161,44.864
20,162,45.916
20,163,50.473
20,164,57.798
20,165,75.882
20,166,85.897
20,167,93.761
20,168,108.384
20,169,109.9
20,170,140.779
20,171,145.037
20,172,146.35
20,173,151.828
20,174,150.657
20,175,148.295
20,176,296.623
20,177,292.652
20,178,278.896
20,179,268.915
20,180,242.466
20,181,226.641
20,182,211.441
20,183,212.342
20,184,216.232
20,185,215.968
21,0,106.289
21,1,109.676
21,2,114.315
21,3,120.28
21,4,123.996
21,5,142.475
21,6,149.695
21,7,163.67
21,8,170.656
21,9,187.946
21,10,201.453
21,11,219.175
21,12,223.42
21,13,255.983
21,14,81.277
21,15,72.757
21,16,67.646
21,17,54.395
21,18,28.637
21,19,11.431
21,20,6.624
21,21,0
21,22,6.361
21,23,9.339
21,24,11.413
21,25,81.868
21,26,69.94
21,27,79.1
21,28,73.239
21,29,95.407
21,30,96.517
21,31,130.892
21,32,129.739
21,33,112.024
21,34,95.676
21,35,84.167
21,36,77.947
21,37,59.593
21,38,160.571
21,39,163.234
21,40,168.577
21,41,172.281
21,42,121.854
21,43,133.873
21,44,144.37
21,45,162.739
21,46,187.63
21,47,187.925
21,48,191.85
21,49,196.485
21,50,113.66
21,51,107.541
21,52,102.826
21,53,96.235
21,54,94.175
21,55,97.383
21,56,70.341
21,57,77.678
21,58,80.348
21,59,83.015
21,60,82.95
21,61,87.574
21,62,92.437
21,63,81.697
21,64,69.357
21,65,56.7
21,66,60.917
21,67,77.143
21,68,88.44
21,69,99.094
21,70,106.747
21,71,121.257
21,72,84.911
21,73,90.681
21,74,95.3
21,75,100.338
21,76,105.471
21,77,107.178
21,78,96.797
21,79,88.643
21,80,105.257
21,81,101.232
21,82,98.885
21,83,95.315
21,84,156.405
21,85,153.292
21,86,147.078
21,87,100.024
21,88,104.757
21,89,113.163
21,90,153.548
21,91,165.565
21,92,182.66
21,93,192.528
21,94,200.486
21,95,128.242
21,96,152.217
21,97,167.693
21,98,182.307
21,99,199.537
21,100,227.735
21,101,252.65
21,102,266.336
21,103,275.147
21,104,291.791
21,105,111.924
21,106,122.2
21,107,110.414
21,108,73.689
21,109,66.051
21,110,79.322
21,111,92.493
21,112,77.153
21,113,69.212
21,114,109.92
21,115,124.631
21,116,116.723
21,117,118.468
21,118,132.804
21,119,143.522
21,120,165.373
21,121,184.041
21,122,172.665
21,123,101.097
21,124,105.109
21,125,119.705
21,126,132.454
21,127,154.077
21,128,162.09
21,129,171.988
21,130,188.058
21,131,217.208
21,132,225.089
21,133,232.233
21,134,232.822
21,135,112.848
21,136,127.26
21,137,133.836
21,138,133.807
21,139,152.297
21,140,168.578
21,141,182.99
21,142,191.428
21,143,202.085
21,144,220.039
21,145,228.196
21,146,251.629
21,147,263.549
21,148,282.376
21,149,287.971
21,150,302.712
21,151,92.018
21,152,91.767
21,153,90.817
21,154,83.234
21,155,91.863
21,156,85.04
21,157,81.296
21,158,75.779
21,159,59.323
21,160,51.37
21,161,43.106
21,162,43.214
21,163,46.255
21,164,53.209
21,165,70.393
21,166,80.563
21,167,87.777
21,168,102.027
21,169,103.495
21,170,147.092
21,171,150.875
21,172,152.004
21,173,156.95
21,174,155.202
21,175,151.803
21,176,294.527
21,177,290.438
21,178,276.637
21,179,266.571
21,180,239.509
21,181,223.281
21,182,207.736
21,183,208.239
21,184,211.589
21,185,211.18
22,0,106.29
22,1,109.816
22,2,114.686
22,3,120.881
22,4,124.731
22,5,143.404
22,6,150.587
22,7,164.509
22,8,171.468
22,9,188.839
22,10,202.317
22,11,220.151
22,12,224.359
22,13,256.754
22,14,81.277
22,15,72.879
22,16,67.626
22,17,54.129
22,18,27.507
22,19,9.855
22,20,2.635
22,21,6.361
22,22,0
22,23,7.357
22,24,9.837
22,25,81.459
22,26,69.462
22,27,79.928
22,28,74.016
22,29,96.302
22,30,97.396
22,31,134.963
22,32,133.772
22,33,115.766
22,34,99.164
22,35,87.286
22,36,81.266
22,37,61.991
22,38,162.09
22,39,165.046
22,40,170.843
22,41,174.915
22,42,121.369
22,43,133.093
22,44,143.849
22,45,162.059
22,46,186.63
22,47,186.972
22,48,190.643
22,49,194.899
22,50,117.138
22,51,110.945
22,52,105.801
22,53,98.469
22,54,95.828
22,55,98.446
22,56,71.683
22,57,80.333
22,58,83.366
22,59,87.809
22,60,87.952
22,61,92.943
22,62,98.378
22,63,85.697
22,64,68.443
22,65,57.43
22,66,62.375
22,67,79.011
22,68,90.427
22,69,100.899
22,70,108.44
22,71,122.602
22,72,84.063
22,73,89.827
22,74,94.478
22,75,99.643
22,76,105.138
22,77,107.023
22,78,95.978
22,79,87.758
22,80,105.574
22,81,101.672
22,82,99.326
22,83,95.814
22,84,156.812
22,85,153.451
22,86,146.829
22,87,105.218
22,88,109.625
22,89,117.335
22,90,150.113
22,91,162.13
22,92,179.315
22,93,189.567
22,94,197.784
22,95,130.576
22,96,154.777
22,97,170.228
22,98,184.758
22,99,202.002
22,100,230.549
22,101,255.559
22,102,269.447
22,103,278.399
22,104,294.932
22,105,113.329
22,106,124.233
22,107,110.984
22,108,71.793
22,109,63.201
22,110,77.97
22,111,86.93
22,112,72.769
22,113,65.588
22,114,113.598
22,115,128.48
22,116,120.286
22,117,122.127
22,118,136.765
22,119,147.879
22,120,170.16
22,121,188.879
22,122,177.498
22,123,100.068
22,124,103.347
22,125,116.579
22,126,129.014
22,127,149.949
22,128,157.671
22,129,167.175
22,130,185.839
22,131,214.546
22,132,222.186
22,133,228.987
22,134,229.531
22,135,112.454
22,136,126.548
22,137,133.057
22,138,132.589
22,139,150.559
22,140,166.696
22,141,181.214
22,142,189.748
22,143,200.354
22,144,218.174
22,145,226.329
22,146,249.284
22,147,261.26
22,148,280.202
22,149,285.94
22,150,300.8
22,151,92.518
22,152,92.469
22,153,91.945
22,154,84.474
22,155,92.707
22,156,85.352
22,157,81.936
22,158,76.897
22,159,61.606
22,160,54.24
22,161,47.001
22,162,47.81
22,163,51.848
22,164,59.019
22,165,76.621
22,166,86.737
22,167,94.13
22,168,108.349
22,169,109.796
22,170,140.768
22,171,144.533
22,172,145.7
22,173,150.823
22,174,149.344
22,175,146.551
22,176,298.75
22,177,294.749
22,178,280.981
22,179,270.977
22,180,244.353
22,181,228.396
22,182,213.072
22,183,213.817
22,184,217.465
22,185,217.129
23,0,113.606
23,1,117.115
23,2,121.949
23,3,128.1
23,4,131.92
23,5,150.548
23,6,157.742
23,7,171.68
23,8,178.647
23,9,195.999
23,10,209.486
23,11,227.291
23,12,231.51
23,13,263.949
23,14,88.587
23,15,80.168
23,16,74.933
23,17,61.456
23,18,34.863
23,19,17.174
23,20,9.959
23,21,9.339
23,22,7.357
23,23,0
23,24,17.156
23,25,88.806
23,26,76.811
23,27,72.605
23,28,66.69
23,29,88.982
23,30,90.073
23,31,129.109
23,32,127.887
23,33,109.656
23,34,92.887
23,35,80.782
23,36,74.909
23,37,55.155
23,38,169.046
23,39,171.883
23,40,177.464
23,41,181.328
23,42,128.723
23,43,140.448
23,44,151.204
23,45,169.416
23,46,193.973
23,47,194.318
23,48,197.967
23,49,202.168
23,50,122.945
23,51,116.811
23,52,111.981
23,53,105.087
23,54,102.712
23,55,105.538
23,56,78.668
23,57,86.706
23,58,89.507
23,59,92.245
23,60,92.098
23,61,96.489
23,62,100.626
23,63,91.036
23,64,75.798
23,65,64.585
23,66,69.309
23,67,85.793
23,68,97.162
23,69,107.722
23,70,115.313
23,71,129.612
23,72,91.419
23,73,97.182
23,74,101.834
23,75,107
23,76,112.484
23,77,114.355
23,78,103.334
23,79,95.112
23,80,112.844
23,81,108.919
23,82,106.572
23,83,103.047
23,84,164.076
23,85,160.753
23,86,154.172
23,87,109.054
23,88,113.95
23,89,122.5
23,90,156.695
23,91,168.704
23,92,185.935
23,93,196.389
23,94,204.721
23,95,137.153
23,96,161.232
23,97,176.7
23,98,191.28
23,99,208.518
23,100,236.855
23,101,261.803
23,102,275.55
23,103,284.397
23,104,301.014
23,105,120.315
23,106,130.961
23,107,118.207
23,108,79.04
23,109,70.176
23,110,85.296
23,111,91.299
23,112,78.748
23,113,72.168
23,114,119.236
23,115,133.964
23,116,126.023
23,117,127.782
23,118,142.143
23,119,152.839
23,120,174.583
23,121,193.228
23,122,181.855
23,123,107.416
23,124,110.602
23,125,123.357
23,126,135.607
23,127,156.029
23,128,163.48
23,129,172.545
23,130,192.955
23,131,221.496
23,132,229.028
23,133,235.648
23,134,236.167
23,135,119.803
23,136,133.904
23,137,140.412
23,138,139.917
23,139,157.805
23,140,173.907
23,141,188.447
23,142,197
23,143,207.593
23,144,225.381
23,145,233.536
23,146,256.349
23,147,268.341
23,148,287.318
23,149,293.098
23,150,307.989
23,151,99.75
23,152,99.656
23,153,99.015
23,154,91.503
23,155,99.859
23,156,92.617
23,157,89.133
23,158,83.961
23,159,68.171
23,160,60.455
23,161,52.429
23,162,52.523
23,163,55.051
23,164,61.717
23,165,77.825
23,166,88.175
23,167,94.199
23,168,107.241
23,169,108.491
23,170,142.335
23,171,144.724
23,172,145.466
23,173,149.542
23,174,147.125
23,175,142.954
23,176,303.855
23,177,299.756
23,178,285.951
23,179,275.874
23,180,248.688
23,181,232.323
23,182,216.623
23,183,216.891
23,184,219.812
23,185,219.262
24,0,96.456
24,1,99.979
24,2,104.853
24,3,111.067
24,4,114.933
24,5,133.634
24,6,140.809
24,7,154.72
24,8,161.673
24,9,179.055
24,10,192.527
24,11,210.379
24,12,214.58
24,13,246.947
24,14,71.441
24,15,63.041
24,16,57.79
24,17,44.301
24,18,17.782
24,19,0.018
24,20,7.207
24,21,11.413
24,22,9.837
24,23,17.156
24,24,0
24,25,71.659
24,26,59.667
24,27,89.543
24,28,83.642
24,29,105.905
24,30,107.004
24,31,142.201
24,32,141.058
24,33,123.41
24,34,107.087
24,35,95.565
24,36,89.358
24,37,70.821
24,38,152.471
24,39,155.538
24,40,161.553
24,41,165.85
24,42,111.592
24,43,123.383
24,44,134.082
24,45,152.329
24,46,176.993
24,47,177.32
24,48,181.079
24,49,185.499
24,50,108.848
24,51,102.597
24,52,97.074
24,53,89.232
24,54,86.303
24,55,88.722
24,56,62.074
24,57,71.424
24,58,74.742
24,59,81.433
24,60,81.97
24,61,87.74
24,62,94.891
24,63,78.115
24,64,58.742
24,65,47.67
24,66,52.832
24,67,69.613
24,68,81.067
24,69,91.434
24,70,98.917
24,71,112.942
24,72,74.354
24,73,80.123
24,74,84.767
24,75,89.903
24,76,95.333
24,77,97.199
24,78,86.267
24,79,78.061
24,80,95.74
24,81,91.845
24,82,89.5
24,83,85.994
24,84,146.979
24,85,143.614
24,86,137.019
24,87,99.546
24,88,103.28
24,89,109.861
24,90,142.153
24,91,154.168
24,92,171.254
24,93,181.123
24,94,189.113
24,95,121.356
24,96,145.677
24,97,161.1
24,98,175.569
24,99,192.815
24,100,221.582
24,101,246.653
24,102,260.695
24,103,269.763
24,104,286.197
24,105,103.695
24,106,114.853
24,107,101.167
24,108,62.519
24,109,54.643
24,110,68.429
24,111,82.96
24,112,66.176
24,113,57.881
24,114,105.53
24,115,120.573
24,116,112.079
24,117,114.018
24,118,128.976
24,119,140.596
24,120,163.521
24,121,182.307
24,122,170.931
24,123,90.421
24,124,94.017
24,125,108.292
24,126,121.061
24,127,142.881
24,128,151.051
24,129,161.258
24,130,176.804
24,131,205.843
24,132,213.69
24,133,220.821
24,134,221.412
24,135,102.659
24,136,116.819
24,137,123.346
24,138,123.019
24,139,141.23
24,140,157.449
24,141,171.91
24,142,180.395
24,143,191.028
24,144,208.923
24,145,217.081
24,146,240.341
24,147,252.279
24,148,271.144
24,149,276.792
24,150,291.582
24,151,82.699
24,152,82.675
24,153,82.243
24,154,74.811
24,155,82.938
24,156,75.52
24,157,72.138
24,158,67.207
24,159,52.515
24,160,45.663
24,161,39.675
24,162,41.55
24,163,47.713
24,164,55.429
24,165,74.782
24,166,84.455
24,167,93.614
24,168,109.288
24,169,110.987
24,170,140.574
24,171,146.173
24,172,147.886
24,173,154.324
24,174,154.001
24,175,152.835
24,176,291.155
24,177,287.275
24,178,273.559
24,179,263.648
24,180,237.738
24,181,222.312
24,182,207.486
24,183,208.845
24,184,213.433
24,185,213.376
25,0,25.36
25,1,29.26
25,2,34.92
25,3,42.005
25,4,46.407
25,5,65.383
25,6,72.156
25,7,85.53
25,8,92.262
25,9,109.741
25,10,122.975
25,11,141.085
25,12,145.126
25,13,176.795
25,14,5.255
25,15,10.938
25,16,14.758
25,17,27.473
25,18,53.986
25,19,71.641
25,20,78.848
25,21,81.868
25,22,81.459
25,23,88.806
25,24,71.659
25,25,0
25,26,12.001
25,27,160.965
25,28,155.096
25,29,177.274
25,30,178.384
25,31,204.563
25,32,203.655
25,33,187.936
25,34,173.096
25,35,163.094
25,36,156.443
25,37,140.513
25,38,87.009
25,39,91.984
25,40,101.297
25,41,108.673
25,42,39.986
25,43,52.203
25,44,62.503
25,45,80.917
25,46,106.134
25,47,106.354
25,48,110.756
25,49,116.498
25,50,69.993
25,51,64.618
25,52,55.084
25,53,40.602
25,54,31.638
25,55,26.331
25,56,23.567
25,57,39.426
25,58,45.088
25,59,74.087
25,60,77.912
25,61,87.893
25,62,105.561
25,63,60.141
25,64,14.114
25,65,27.491
25,66,28.946
25,67,28.99
25,68,33.363
25,69,36.574
25,70,40.523
25,71,48.823
25,72,6.428
25,73,10.51
25,74,14.432
25,75,18.786
25,76,23.68
25,77,25.722
25,78,15.819
25,79,9.149
25,80,26.011
25,81,23.221
25,82,21.186
25,83,18.773
25,84,76.362
25,85,72.429
25,86,65.375
25,87,91.775
25,88,88.179
25,89,81.013
25,90,89.646
25,91,100.573
25,92,115.505
25,93,121.173
25,94,126.731
25,95,65.53
25,96,89.321
25,97,103.289
25,98,116.167
25,99,132.794
25,100,163.565
25,101,188.781
25,102,204.295
25,103,214.474
25,104,229.533
25,105,41.375
25,106,56.886
25,107,32.521
25,108,20.388
25,109,33.552
25,110,12.379
25,111,82.482
25,112,53.795
25,113,42.196
25,114,70.54
25,115,84.065
25,116,73.553
25,117,76.345
25,118,92.343
25,119,107.905
25,120,134.649
25,121,152.307
25,122,142.011
25,123,20.92
25,124,30.112
25,125,56.994
25,126,71.399
25,127,99.48
25,128,111.012
25,129,126.554
25,130,111.285
25,131,142.747
25,132,152.279
25,133,162.177
25,134,163.163
25,135,31.005
25,136,45.525
25,137,52.166
25,138,53.266
25,139,73.674
25,140,90.313
25,141,103.937
25,142,111.856
25,143,122.611
25,144,140.963
25,145,149.058
25,146,174.626
25,147,186.134
25,148,204.243
25,149,209.153
25,150,223.345
25,151,16.321
25,152,18.408
25,153,23.057
25,154,21.604
25,155,20.132
25,156,10.086
25,157,13.465
25,158,19.708
25,159,36.814
25,160,45.035
25,161,56.431
25,162,62.91
25,163,75.631
25,164,81.419
25,165,101.922
25,166,105.977
25,167,123.011
25,168,143.838
25,169,146.65
25,170,152.794
25,171,169.615
25,172,174.573
25,173,188.467
25,174,195.034
25,175,203.278
25,176,246.133
25,177,243.522
25,178,230.68
25,179,221.984
25,180,203.906
25,181,194.172
25,182,184.739
25,183,191.344
25,184,203.415
25,185,205.592
26,0,37.183
26,1,40.962
26,2,46.382
26,3,53.234
26,4,57.505
26,5,76.533
26,6,83.444
26,7,96.994
26,8,103.793
26,9,121.279
26,10,134.581
26,11,152.655
26,12,156.732
26,13,188.555
26,14,12.896
26,15,7.402
26,16,5.365
26,17,15.596
26,18,41.985
26,19,59.649
26,20,66.852
26,21,69.94
26,22,69.462
26,23,76.811
26,24,59.667
26,25,12.001
26,26,0
26,27,149.024
26,28,143.149
26,29,165.344
26,30,166.453
26,31,193.863
26,32,192.922
26,33,176.915
26,34,161.854
26,35,151.646
26,36,145.033
26,37,128.776
26,38,97.565
26,39,102.106
26,40,110.704
26,41,117.432
26,42,51.941
26,43,63.981
26,44,74.449
26,45,92.801
26,46,117.853
26,47,118.105
26,48,122.323
26,49,127.711
26,50,73.524
26,51,67.661
26,52,58.608
26,53,44.989
26,54,37.291
26,55,34.617
26,56,20.221
26,57,38.277
26,58,44.156
26,59,70.878
26,60,74.329
26,61,84.108
26,62,100.743
26,63,58.023
26,64,4.854
26,65,17.422
26,66,21.573
26,67,28.625
26,68,36.605
26,69,42.742
26,70,48.159
26,71,58.584
26,72,15.467
26,73,21.104
26,74,25.593
26,75,30.445
26,76,35.681
26,77,37.68
26,78,27.071
26,79,19.191
26,80,37.307
26,81,34.008
26,82,31.779
26,83,28.76
26,84,88.153
26,85,84.348
26,86,77.376
26,87,89.621
26,88,87.285
26,89,82.697
26,90,96.404
26,91,107.773
26,92,123.397
26,93,130.121
26,94,136.301
26,95,73.29
26,96,97.667
26,97,112.143
26,98,125.49
26,99,142.353
26,100,172.84
26,101,198.114
26,102,213.383
26,103,223.374
26,104,238.737
26,105,50.362
26,106,65.009
26,107,43.499
26,108,16.444
26,109,26.468
26,110,13.635
26,111,77.698
26,112,48.851
26,113,36.036
26,114,73.157
26,115,87.594
26,116,77.16
26,117,79.862
26,118,96.157
26,119,111.26
26,120,137.73
26,121,155.852
26,122,145.211
26,123,31.757
26,124,38.721
26,125,62.509
26,126,76.986
26,127,104.222
26,128,115.216
26,129,129.876
26,130,121.572
26,131,152.555
26,132,161.728
26,133,171.034
26,134,171.935
26,135,42.993
26,136,57.341
26,137,63.944
26,138,64.53
26,139,84.341
26,140,100.943
26,141,114.845
26,142,122.937
26,143,133.681
26,144,151.948
26,145,160.071
26,146,185.13
26,147,196.755
26,148,215.059
26,149,220.142
26,150,234.482
26,151,25.731
26,152,26.913
26,153,29.631
26,154,25.07
26,155,28.083
26,156,18.222
26,157,17.835
26,158,19.488
26,159,29.95
26,160,36.69
26,161,47.183
26,162,53.852
26,163,66.843
26,164,73.246
26,165,94.521
26,166,99.509
26,167,115.89
26,168,136.387
26,169,139.087
26,170,148.021
26,171,163.371
26,172,167.913
26,173,180.885
26,174,186.563
26,175,193.632
26,176,253.165
26,177,250.307
26,178,237.252
26,179,228.29
26,180,208.634
26,181,197.765
26,182,187.253
26,183,192.96
26,184,203.804
26,185,205.609
27,0,185.305
27,1,188.615
27,2,193.072
27,3,198.775
27,4,202.303
27,5,220.396
27,6,227.648
27,7,241.662
27,8,248.673
27,9,265.762
27,10,279.284
27,11,296.734
27,12,301.044
27,13,333.876
27,14,160.323
27,15,151.774
27,16,146.716
27,17,133.493
27,18,107.324
27,19,89.561
27,20,82.467
27,21,79.1
27,22,79.928
27,23,72.605
27,24,89.543
27,25,160.965
27,26,149.024
27,27,0
27,28,5.924
27,29,16.378
27,30,17.468
27,31,78.268
27,32,76.745
27,33,58.193
27,34,43.16
27,35,31.958
27,36,33.053
27,37,25.809
27,38,237.086
27,39,238.873
27,40,242.557
27,41,244.625
27,42,200.951
27,43,212.896
27,44,223.466
27,45,241.805
27,46,266.534
27,47,266.863
27,48,270.57
27,49,274.704
27,50,183.119
27,51,177.654
27,52,175.199
27,53,171.539
27,54,171.061
27,55,175.363
27,56,148.189
27,57,152.202
27,58,153.44
27,59,145.284
27,60,143.28
27,61,143.167
27,62,137.615
27,63,149.894
27,64,148.276
27,65,135.427
27,66,138.75
27,67,153.862
27,68,164.619
27,69,175.539
27,70,183.355
27,71,198.506
27,72,163.88
27,73,169.65
27,74,174.288
27,75,179.382
27,76,184.569
27,77,186.248
27,78,175.788
27,79,167.594
27,80,184.082
27,81,179.965
27,82,177.624
27,83,174.014
27,84,235.03
27,85,232.156
27,86,226.155
27,87,156.307
27,88,164.198
27,89,178.116
27,90,226.239
27,91,238.127
27,92,255.503
27,93,266.984
27,94,275.879
27,95,202.552
27,96,225.211
27,97,240.558
27,98,255.35
27,99,272.317
27,100,298.468
27,101,322.589
27,102,334.914
27,103,342.709
27,104,359.934
27,105,189.133
27,106,197.632
27,107,188.983
27,108,151.567
27,109,142.027
27,110,157.898
27,111,151.097
27,112,146.78
27,113,142.691
27,114,178.371
27,115,191.325
27,116,185.561
27,117,186.658
27,118,198.358
27,119,205.398
27,120,221.909
27,121,239.173
27,122,228.332
27,123,179.963
27,124,183.127
27,125,194.085
27,126,205.377
27,127,222.873
27,128,228.656
27,129,234.912
27,130,264.959
27,131,292.685
27,132,299.631
27,133,305.228
27,134,305.597
27,135,191.948
27,136,206.308
27,137,212.859
27,138,212.517
27,139,230.292
27,140,246.285
27,141,260.887
27,142,269.491
27,143,280.049
27,144,297.725
27,145,305.872
27,146,328.058
27,147,340.122
27,148,359.252
27,149,365.219
27,150,380.236
27,151,170.73
27,152,170.274
27,153,168.752
27,154,161.071
27,155,170.2
27,156,163.924
27,157,159.928
27,158,153.889
27,159,135.605
27,160,126.53
27,161,115.598
27,162,112.443
27,163,107.209
27,164,109.504
27,165,112.131
27,166,121.639
27,167,115.891
27,168,115.767
27,169,114.923
27,170,180.097
27,171,171.46
27,172,168.582
27,173,162.926
27,174,151.825
27,175,133.624
27,176,353.793
27,177,348.86
27,178,334.936
27,179,324.383
27,180,292.788
27,181,273.301
27,182,254.872
27,183,250.967
27,184,247.32
27,185,244.888
28,0,179.475
28,1,182.8
28,2,187.285
28,3,193.021
28,4,196.571
28,5,214.708
28,6,221.959
28,7,235.972
28,8,242.981
28,9,260.094
28,10,273.617
28,11,291.099
28,12,295.402
28,13,328.21
28,14,154.484
28,15,145.941
28,16,140.87
28,17,127.628
28,18,101.424
28,19,83.66
28,20,76.559
28,21,73.239
28,22,74.016
28,23,66.69
28,24,83.642
28,25,155.096
28,26,143.149
28,27,5.924
28,28,0
28,29,22.298
28,30,23.385
28,31,81.444
28,32,79.937
28,33,61.062
28,34,45.225
28,35,33.091
28,36,32.96
28,37,21.802
28,38,231.531
28,39,233.392
28,40,237.209
28,41,239.402
28,42,195.081
28,43,207.006
28,44,217.595
28,45,235.922
28,46,260.631
28,47,260.962
28,48,264.657
28,49,268.781
28,50,178.014
28,51,172.495
28,52,169.891
28,53,166.032
28,54,165.44
28,55,169.655
28,56,142.477
28,57,146.718
28,58,148.046
28,59,140.478
28,60,138.572
28,61,138.725
28,62,133.737
28,63,144.775
28,64,142.38
28,65,129.631
28,66,133.032
28,67,148.238
28,68,159.043
28,69,169.954
28,70,177.764
28,71,192.871
28,72,157.986
28,73,163.756
28,74,168.396
28,75,173.497
28,76,178.71
28,77,180.404
28,78,169.895
28,79,161.698
28,80,178.285
28,81,174.179
28,82,171.838
28,83,168.231
28,84,229.266
28,85,226.357
28,86,220.309
28,87,151.906
28,88,159.648
28,89,173.282
28,90,220.424
28,91,232.321
28,92,249.693
28,93,261.128
28,94,269.999
28,95,197.147
28,96,219.923
28,97,235.293
28,98,250.083
28,99,267.081
28,100,293.407
28,101,317.604
28,102,330.042
28,103,337.92
28,104,355.11
28,105,183.498
28,106,192.141
28,107,183.219
28,108,145.644
28,109,136.111
28,110,151.985
28,111,145.652
28,112,140.986
28,113,136.81
28,114,173.319
28,115,186.414
28,116,180.5
28,117,181.641
28,118,193.537
28,119,200.834
28,120,217.741
28,121,235.143
28,122,224.239
28,123,174.06
28,124,177.204
28,125,188.212
28,126,199.546
28,127,217.185
28,128,223.057
28,129,229.468
28,130,259.046
28,131,286.804
28,132,293.778
28,133,299.427
28,134,299.803
28,135,186.084
28,136,200.422
28,137,206.969
28,138,206.605
28,139,224.368
28,140,240.362
28,141,254.963
28,142,263.568
28,143,274.125
28,144,291.803
28,145,299.95
28,146,322.157
28,147,334.219
28,148,353.343
28,149,359.303
28,150,374.316
28,151,164.945
28,152,164.513
28,153,163.044
28,154,155.367
28,155,164.455
28,156,158.116
28,157,154.149
28,158,148.159
28,159,129.986
28,160,120.958
28,161,110.121
28,162,107.095
28,163,102.18
28,164,104.719
28,165,108.146
28,166,117.828
28,167,112.796
28,168,113.654
28,169,112.962
28,170,175.972
28,171,168.01
28,172,165.363
28,173,160.368
28,174,149.843
28,175,132.627
28,176,349.636
28,177,344.761
28,178,330.832
28,179,320.303
28,180,288.992
28,181,269.699
28,182,251.432
28,183,247.824
28,184,244.657
28,185,242.36
29,0,201.541
29,1,204.821
29,2,209.222
29,3,214.856
29,4,218.338
29,5,236.333
29,6,243.587
29,7,257.6
29,8,264.612
29,9,281.645
29,10,295.163
29,11,312.542
29,12,316.864
29,13,349.748
29,14,176.578
29,15,168.019
29,16,162.985
29,17,149.801
29,18,123.684
29,19,105.923
29,20,98.838
29,21,95.407
29,22,96.302
29,23,88.982
29,24,105.905
29,25,177.274
29,26,165.344
29,27,16.378
29,28,22.298
29,29,0
29,30,1.13
29,31,71.93
29,32,70.4
29,33,53.585
29,34,42.134
29,35,34.968
29,36,38.934
29,37,39.75
29,38,252.722
29,39,254.34
29,40,257.714
29,41,259.487
29,42,217.26
29,43,229.239
29,44,239.777
29,45,258.136
29,46,282.898
29,47,283.222
29,48,286.945
29,49,291.077
29,50,197.754
29,51,192.417
29,52,190.305
29,53,187.096
29,54,186.868
29,55,191.355
29,56,164.197
29,57,167.719
29,58,168.759
29,59,159.284
29,60,157.061
29,61,156.326
29,62,149.462
29,63,164.602
29,64,164.631
29,65,151.606
29,66,154.773
29,67,169.683
29,68,180.33
29,69,191.264
29,70,199.091
29,71,214.331
29,72,180.23
29,73,186.001
29,74,190.636
29,75,195.718
29,76,200.861
29,77,202.511
29,78,192.135
29,79,183.947
29,80,200.255
29,81,196.115
29,82,193.777
29,83,190.158
29,84,251.127
29,85,248.326
29,86,242.419
29,87,169.333
29,88,177.558
29,89,192.124
29,90,242.223
29,91,254.084
29,92,271.465
29,93,283.09
29,94,292.063
29,95,217.86
29,96,240.236
29,97,255.522
29,98,270.312
29,99,287.196
29,100,312.916
29,101,336.84
29,102,348.883
29,103,356.47
29,104,373.774
29,105,204.964
29,106,213.139
29,107,205.087
29,108,167.942
29,109,158.349
29,110,174.272
29,111,166.091
29,112,162.724
29,113,158.892
29,114,192.887
29,115,205.492
29,116,200.088
29,117,201.081
29,118,212.304
29,119,218.719
29,120,234.236
29,121,251.133
29,122,240.463
29,123,196.326
29,124,199.501
29,125,210.252
29,126,221.413
29,127,238.484
29,128,244.015
